feature_a,feature_b,abs_pearson_r,feature_a_outcome_corr_abs,feature_b_outcome_corr_abs,kept_feature,dropped_feature
t2_wavelet-HLL_glrlm_ShortRunEmphasis,t2_log-sigma-1-0-mm-3D_glrlm_RunVariance,0.819119907098633,0.08695178876405397,0.0009076677850325823,t2_wavelet-HLL_glrlm_ShortRunEmphasis,t2_log-sigma-1-0-mm-3D_glrlm_RunVariance
ce_original_glrlm_LongRunEmphasis,ce_log-sigma-2-0-mm-3D_glrlm_LongRunEmphasis,0.8288851474484001,0.07490789543770443,0.0008521566804685745,ce_original_glrlm_LongRunEmphasis,ce_log-sigma-2-0-mm-3D_glrlm_LongRunEmphasis
t2_original_glrlm_ShortRunEmphasis,t2_wavelet-LLL_glcm_Idm,0.8525952861866256,0.16337390507189367,0.07884260657032582,t2_original_glrlm_ShortRunEmphasis,t2_wavelet-LLL_glcm_Idm
ce_wavelet-LLH_glcm_Idm,ce_wavelet-LLH_gldm_LargeDependenceEmphasis,0.8614621528315926,0.12408470676770587,0.042564032219491246,ce_wavelet-LLH_glcm_Idm,ce_wavelet-LLH_gldm_LargeDependenceEmphasis
ce_log-sigma-1-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,ce_log-sigma-2-0-mm-3D_glcm_JointEntropy,0.8779756313082686,0.046707218504311976,0.035047066740129626,ce_log-sigma-1-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,ce_log-sigma-2-0-mm-3D_glcm_JointEntropy
dwi_original_glrlm_LongRunEmphasis,dwi_original_glrlm_RunVariance,0.9258740609309101,0.1465575201736121,0.15450705277966204,dwi_original_glrlm_RunVariance,dwi_original_glrlm_LongRunEmphasis
dwi_original_gldm_LargeDependenceEmphasis,dwi_wavelet-LLL_glcm_SumEntropy,0.8322322829805858,0.2362137758047301,0.14446024504175103,dwi_original_gldm_LargeDependenceEmphasis,dwi_wavelet-LLL_glcm_SumEntropy
t2_wavelet-HHL_glcm_DifferenceEntropy,t2_wavelet-HHL_glcm_SumEntropy,0.9853980536627587,0.03667829871235391,0.004155224045622516,t2_wavelet-HHL_glcm_DifferenceEntropy,t2_wavelet-HHL_glcm_SumEntropy
ce_wavelet-LLH_glcm_Idm,ce_wavelet-LLH_glrlm_ShortRunEmphasis,0.9457079399312575,0.12408470676770587,0.08400203355634966,ce_wavelet-LLH_glcm_Idm,ce_wavelet-LLH_glrlm_ShortRunEmphasis
t2_wavelet-HLL_glrlm_ShortRunEmphasis,t2_wavelet-LHL_gldm_LargeDependenceEmphasis,0.8549101307148732,0.08695178876405397,0.07618002746382639,t2_wavelet-HLL_glrlm_ShortRunEmphasis,t2_wavelet-LHL_gldm_LargeDependenceEmphasis
t2_log-sigma-3-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,t2_log-sigma-2-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,0.9667108116533905,0.10930943912227593,0.09288669721142555,t2_log-sigma-3-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,t2_log-sigma-2-0-mm-3D_glrlm_RunLengthNonUniformityNormalized
t2_wavelet-LHH_glrlm_RunLengthNonUniformityNormalized,t2_wavelet-LHH_glrlm_RunPercentage,0.9933284785255334,0.028912599896211914,0.04103036864981283,t2_wavelet-LHH_glrlm_RunPercentage,t2_wavelet-LHH_glrlm_RunLengthNonUniformityNormalized
t2_wavelet-HHL_glcm_DifferenceEntropy,t2_wavelet-LHL_gldm_SmallDependenceEmphasis,0.8423340292317232,0.03667829871235391,0.00288868323988537,t2_wavelet-HHL_glcm_DifferenceEntropy,t2_wavelet-LHL_gldm_SmallDependenceEmphasis
t2_wavelet-HLH_firstorder_MeanAbsoluteDeviation,t2_wavelet-LLH_glcm_DifferenceEntropy,0.8784930996564325,0.14668589352379355,0.12624002867477968,t2_wavelet-HLH_firstorder_MeanAbsoluteDeviation,t2_wavelet-LLH_glcm_DifferenceEntropy
t2_log-sigma-2-0-mm-3D_glszm_LargeAreaEmphasis,ce_wavelet-LHL_glszm_LargeAreaEmphasis,0.8286546622718068,0.12091754891499351,0.11124147688289232,t2_log-sigma-2-0-mm-3D_glszm_LargeAreaEmphasis,ce_wavelet-LHL_glszm_LargeAreaEmphasis
t2_wavelet-HHL_glcm_DifferenceEntropy,t2_wavelet-LHH_firstorder_RootMeanSquared,0.8094689663937815,0.03667829871235391,0.12716145966860207,t2_wavelet-LHH_firstorder_RootMeanSquared,t2_wavelet-HHL_glcm_DifferenceEntropy
t2_wavelet-HLH_firstorder_MeanAbsoluteDeviation,t2_wavelet-LHH_firstorder_RootMeanSquared,0.8861076461852294,0.14668589352379355,0.12716145966860207,t2_wavelet-HLH_firstorder_MeanAbsoluteDeviation,t2_wavelet-LHH_firstorder_RootMeanSquared
dwi_wavelet-HHH_firstorder_InterquartileRange,dwi_wavelet-LHL_glcm_Correlation,0.8319970430423367,0.21203169443756004,0.19071047773022015,dwi_wavelet-HHH_firstorder_InterquartileRange,dwi_wavelet-LHL_glcm_Correlation
ce_wavelet-LHH_gldm_LargeDependenceEmphasis,ce_wavelet-LHH_glrlm_RunLengthNonUniformityNormalized,0.9637000688843268,0.13526821798033742,0.12045820293320733,ce_wavelet-LHH_gldm_LargeDependenceEmphasis,ce_wavelet-LHH_glrlm_RunLengthNonUniformityNormalized
ce_wavelet-LLH_glszm_HighGrayLevelZoneEmphasis,ce_log-sigma-1-0-mm-3D_glcm_Autocorrelation,0.954610038482557,0.04052478619646375,0.0016356461041717315,ce_wavelet-LLH_glszm_HighGrayLevelZoneEmphasis,ce_log-sigma-1-0-mm-3D_glcm_Autocorrelation
ce_wavelet-HHL_glszm_LargeAreaEmphasis,ce_wavelet-LLH_glszm_LargeAreaHighGrayLevelEmphasis,0.9811469573820132,0.013640171840813004,0.020433846217199254,ce_wavelet-LLH_glszm_LargeAreaHighGrayLevelEmphasis,ce_wavelet-HHL_glszm_LargeAreaEmphasis
t2_log-sigma-2-0-mm-3D_glszm_LargeAreaEmphasis,ce_wavelet-LHL_glszm_ZoneVariance,0.8300082060312574,0.12091754891499351,0.11267849345243142,t2_log-sigma-2-0-mm-3D_glszm_LargeAreaEmphasis,ce_wavelet-LHL_glszm_ZoneVariance
ce_wavelet-LLH_glcm_Idm,ce_wavelet-LLH_glrlm_RunLengthNonUniformityNormalized,0.9498657444468628,0.12408470676770587,0.08091954055057844,ce_wavelet-LLH_glcm_Idm,ce_wavelet-LLH_glrlm_RunLengthNonUniformityNormalized
ce_wavelet-HLH_firstorder_Maximum,ce_wavelet-HLL_firstorder_Range,0.8017469004188488,0.0965709685709141,0.012276656055277184,ce_wavelet-HLH_firstorder_Maximum,ce_wavelet-HLL_firstorder_Range
t2_wavelet-HLH_firstorder_MeanAbsoluteDeviation,t2_wavelet-HLH_firstorder_90Percentile,0.9896400376530584,0.14668589352379355,0.13185958620104382,t2_wavelet-HLH_firstorder_MeanAbsoluteDeviation,t2_wavelet-HLH_firstorder_90Percentile
t2_wavelet-HLL_gldm_DependenceNonUniformityNormalized,t2_wavelet-HLL_gldm_SmallDependenceEmphasis,0.831626610129464,0.053233656034578726,0.03127402372051563,t2_wavelet-HLL_gldm_DependenceNonUniformityNormalized,t2_wavelet-HLL_gldm_SmallDependenceEmphasis
ce_wavelet-HHH_glcm_JointEnergy,ce_wavelet-HHH_firstorder_90Percentile,0.8654065910490655,0.07553718742382083,0.013617036646137518,ce_wavelet-HHH_glcm_JointEnergy,ce_wavelet-HHH_firstorder_90Percentile
ce_wavelet-LHH_gldm_LargeDependenceEmphasis,ce_wavelet-LHH_glrlm_RunPercentage,0.987713557533319,0.13526821798033742,0.1355712515932379,ce_wavelet-LHH_glrlm_RunPercentage,ce_wavelet-LHH_gldm_LargeDependenceEmphasis
t2_wavelet-HLH_firstorder_MeanAbsoluteDeviation,t2_wavelet-HLL_glcm_Idm,0.8558091480300821,0.14668589352379355,0.10166084466861226,t2_wavelet-HLH_firstorder_MeanAbsoluteDeviation,t2_wavelet-HLL_glcm_Idm
ce_wavelet-LLH_glszm_HighGrayLevelZoneEmphasis,ce_log-sigma-1-0-mm-3D_firstorder_Range,0.8298989351104014,0.04052478619646375,0.0392363858604214,ce_wavelet-LLH_glszm_HighGrayLevelZoneEmphasis,ce_log-sigma-1-0-mm-3D_firstorder_Range
ce_log-sigma-1-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,ce_log-sigma-1-0-mm-3D_gldm_DependenceVariance,0.8241153119598988,0.046707218504311976,0.006019892399640245,ce_log-sigma-1-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,ce_log-sigma-1-0-mm-3D_gldm_DependenceVariance
t2_log-sigma-2-0-mm-3D_glszm_LargeAreaEmphasis,t2_original_glszm_LargeAreaEmphasis,0.9025879521479871,0.12091754891499351,0.06914664734168667,t2_log-sigma-2-0-mm-3D_glszm_LargeAreaEmphasis,t2_original_glszm_LargeAreaEmphasis
ce_log-sigma-1-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,ce_wavelet-HLL_firstorder_MeanAbsoluteDeviation,0.8376249727158891,0.046707218504311976,0.006825726279828526,ce_log-sigma-1-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,ce_wavelet-HLL_firstorder_MeanAbsoluteDeviation
ce_original_gldm_DependenceNonUniformityNormalized,ce_wavelet-HLL_gldm_DependenceNonUniformityNormalized,0.8142178011532923,0.017596557202802975,0.018549362403401964,ce_wavelet-HLL_gldm_DependenceNonUniformityNormalized,ce_original_gldm_DependenceNonUniformityNormalized
dwi_wavelet-LHL_firstorder_Mean,dwi_wavelet-LLL_ngtdm_Contrast,0.8429958935446474,0.11877534408924241,0.14820604478106456,dwi_wavelet-LLL_ngtdm_Contrast,dwi_wavelet-LHL_firstorder_Mean
dwi_wavelet-LLL_firstorder_Minimum,dwi_wavelet-LLL_ngtdm_Contrast,0.8040852132959875,0.12200147951890797,0.14820604478106456,dwi_wavelet-LLL_ngtdm_Contrast,dwi_wavelet-LLL_firstorder_Minimum
dwi_log-sigma-2-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,dwi_wavelet-LLL_ngtdm_Contrast,0.8855634749622127,0.15934776884085308,0.14820604478106456,dwi_log-sigma-2-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,dwi_wavelet-LLL_ngtdm_Contrast
t2_original_glrlm_ShortRunEmphasis,t2_wavelet-LLL_glcm_Id,0.8536674477035063,0.16337390507189367,0.07819107071835184,t2_original_glrlm_ShortRunEmphasis,t2_wavelet-LLL_glcm_Id
dwi_wavelet-HLL_glcm_ClusterShade,dwi_wavelet-HLH_glrlm_GrayLevelNonUniformityNormalized,0.8285950609170042,0.012800356215088333,0.009460673779908424,dwi_wavelet-HLL_glcm_ClusterShade,dwi_wavelet-HLH_glrlm_GrayLevelNonUniformityNormalized
dwi_wavelet-LLH_glrlm_RunLengthNonUniformity,ce_wavelet-HHL_glrlm_RunLengthNonUniformity,0.8340366102144107,0.13548617954881326,0.11933547954886749,dwi_wavelet-LLH_glrlm_RunLengthNonUniformity,ce_wavelet-HHL_glrlm_RunLengthNonUniformity
dwi_original_gldm_LargeDependenceEmphasis,dwi_original_glcm_SumEntropy,0.8643760431087405,0.2362137758047301,0.15895059454607868,dwi_original_gldm_LargeDependenceEmphasis,dwi_original_glcm_SumEntropy
t2_log-sigma-3-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,t2_log-sigma-1-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,0.8812052402819996,0.10930943912227593,0.037634432499732626,t2_log-sigma-3-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,t2_log-sigma-1-0-mm-3D_glrlm_RunLengthNonUniformityNormalized
ce_wavelet-LLH_glszm_LargeAreaHighGrayLevelEmphasis,dwi_wavelet-LLL_glszm_LargeAreaHighGrayLevelEmphasis,0.9490905546893283,0.020433846217199254,0.04776672797839538,dwi_wavelet-LLL_glszm_LargeAreaHighGrayLevelEmphasis,ce_wavelet-LLH_glszm_LargeAreaHighGrayLevelEmphasis
t2_wavelet-HLL_glrlm_ShortRunEmphasis,t2_wavelet-HLL_glcm_JointEnergy,0.9542011391236399,0.08695178876405397,0.09131887978911882,t2_wavelet-HLL_glcm_JointEnergy,t2_wavelet-HLL_glrlm_ShortRunEmphasis
ce_wavelet-LLH_glszm_HighGrayLevelZoneEmphasis,ce_log-sigma-2-0-mm-3D_glcm_Contrast,0.8585863956933415,0.04052478619646375,0.0259772860965794,ce_wavelet-LLH_glszm_HighGrayLevelZoneEmphasis,ce_log-sigma-2-0-mm-3D_glcm_Contrast
t2_log-sigma-2-0-mm-3D_glszm_LargeAreaEmphasis,t2_log-sigma-3-0-mm-3D_gldm_DependenceNonUniformity,0.9725669026579221,0.12091754891499351,0.11323694478117016,t2_log-sigma-2-0-mm-3D_glszm_LargeAreaEmphasis,t2_log-sigma-3-0-mm-3D_gldm_DependenceNonUniformity
t2_wavelet-HLL_gldm_DependenceNonUniformityNormalized,t2_wavelet-HLL_firstorder_InterquartileRange,0.8339031175828644,0.053233656034578726,0.049541277464876896,t2_wavelet-HLL_gldm_DependenceNonUniformityNormalized,t2_wavelet-HLL_firstorder_InterquartileRange
ce_original_glrlm_LongRunEmphasis,ce_log-sigma-2-0-mm-3D_glrlm_RunVariance,0.8120522059584754,0.07490789543770443,0.011095741303462515,ce_original_glrlm_LongRunEmphasis,ce_log-sigma-2-0-mm-3D_glrlm_RunVariance
dwi_wavelet-LHH_glcm_InverseVariance,dwi_wavelet-LHH_glcm_Correlation,0.992181006781935,0.04117191600698651,0.03345662114896168,dwi_wavelet-LHH_glcm_InverseVariance,dwi_wavelet-LHH_glcm_Correlation
dwi_original_gldm_LargeDependenceEmphasis,dwi_log-sigma-3-0-mm-3D_glrlm_ShortRunEmphasis,0.8875060265706021,0.2362137758047301,0.1909972018266951,dwi_original_gldm_LargeDependenceEmphasis,dwi_log-sigma-3-0-mm-3D_glrlm_ShortRunEmphasis
t2_wavelet-HLH_firstorder_MeanAbsoluteDeviation,t2_wavelet-LHH_firstorder_Entropy,0.8306414913681417,0.14668589352379355,0.09006117484755512,t2_wavelet-HLH_firstorder_MeanAbsoluteDeviation,t2_wavelet-LHH_firstorder_Entropy
t2_wavelet-HLH_firstorder_MeanAbsoluteDeviation,t2_wavelet-LLH_firstorder_MeanAbsoluteDeviation,0.8201117469189361,0.14668589352379355,0.09546045837458465,t2_wavelet-HLH_firstorder_MeanAbsoluteDeviation,t2_wavelet-LLH_firstorder_MeanAbsoluteDeviation
t2_wavelet-HLH_firstorder_MeanAbsoluteDeviation,t2_wavelet-HLL_glcm_Id,0.8546386985512483,0.14668589352379355,0.10387803498445249,t2_wavelet-HLH_firstorder_MeanAbsoluteDeviation,t2_wavelet-HLL_glcm_Id
t2_wavelet-HLL_gldm_DependenceNonUniformityNormalized,t2_wavelet-HLL_firstorder_RobustMeanAbsoluteDeviation,0.8291459187927677,0.053233656034578726,0.04956185314953752,t2_wavelet-HLL_gldm_DependenceNonUniformityNormalized,t2_wavelet-HLL_firstorder_RobustMeanAbsoluteDeviation
t2_log-sigma-2-0-mm-3D_gldm_DependenceNonUniformityNormalized,t2_log-sigma-3-0-mm-3D_gldm_DependenceNonUniformityNormalized,0.8419406708244275,0.03156048479677623,0.035440769335545824,t2_log-sigma-3-0-mm-3D_gldm_DependenceNonUniformityNormalized,t2_log-sigma-2-0-mm-3D_gldm_DependenceNonUniformityNormalized
t2_wavelet-HLH_firstorder_MeanAbsoluteDeviation,t2_wavelet-LHH_glcm_DifferenceEntropy,0.82617378933755,0.14668589352379355,0.10077807977084276,t2_wavelet-HLH_firstorder_MeanAbsoluteDeviation,t2_wavelet-LHH_glcm_DifferenceEntropy
dwi_wavelet-LLH_glrlm_RunLengthNonUniformity,ce_original_glrlm_RunLengthNonUniformity,0.8919190130950039,0.13548617954881326,0.09735217666825502,dwi_wavelet-LLH_glrlm_RunLengthNonUniformity,ce_original_glrlm_RunLengthNonUniformity
dwi_wavelet-HHL_glcm_DifferenceEntropy,dwi_wavelet-HHL_glcm_DifferenceVariance,0.9941094043698145,0.02928400051231089,0.03962802865690559,dwi_wavelet-HHL_glcm_DifferenceVariance,dwi_wavelet-HHL_glcm_DifferenceEntropy
dwi_log-sigma-2-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,dwi_wavelet-LLH_glrlm_RunLengthNonUniformityNormalized,0.8162043324423169,0.15934776884085308,0.15239246701454479,dwi_log-sigma-2-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,dwi_wavelet-LLH_glrlm_RunLengthNonUniformityNormalized
t2_wavelet-HLH_firstorder_MeanAbsoluteDeviation,t2_wavelet-HLL_firstorder_Uniformity,0.8016132765171949,0.14668589352379355,0.07718670536660086,t2_wavelet-HLH_firstorder_MeanAbsoluteDeviation,t2_wavelet-HLL_firstorder_Uniformity
dwi_wavelet-LHL_glcm_ClusterTendency,dwi_wavelet-LHL_gldm_SmallDependenceHighGrayLevelEmphasis,0.8908496379735196,0.0671032457562225,0.046517765668417206,dwi_wavelet-LHL_glcm_ClusterTendency,dwi_wavelet-LHL_gldm_SmallDependenceHighGrayLevelEmphasis
t2_original_gldm_SmallDependenceEmphasis,t2_log-sigma-2-0-mm-3D_glszm_ZonePercentage,0.8086558601269874,0.10981759945324437,0.08177625693716355,t2_original_gldm_SmallDependenceEmphasis,t2_log-sigma-2-0-mm-3D_glszm_ZonePercentage
t2_log-sigma-2-0-mm-3D_glszm_LargeAreaEmphasis,t2_original_glszm_ZoneVariance,0.9090890294610775,0.12091754891499351,0.06975282240815864,t2_log-sigma-2-0-mm-3D_glszm_LargeAreaEmphasis,t2_original_glszm_ZoneVariance
dwi_wavelet-LHL_glcm_ClusterTendency,dwi_wavelet-LHL_glcm_SumSquares,0.9902126482790928,0.0671032457562225,0.04124717362670962,dwi_wavelet-LHL_glcm_ClusterTendency,dwi_wavelet-LHL_glcm_SumSquares
dwi_original_gldm_LargeDependenceEmphasis,dwi_wavelet-LLL_gldm_DependenceVariance,0.8910348782683531,0.2362137758047301,0.18791072514514978,dwi_original_gldm_LargeDependenceEmphasis,dwi_wavelet-LLL_gldm_DependenceVariance
ce_log-sigma-1-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,ce_log-sigma-2-0-mm-3D_firstorder_InterquartileRange,0.8097612590040913,0.046707218504311976,0.006912178145872565,ce_log-sigma-1-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,ce_log-sigma-2-0-mm-3D_firstorder_InterquartileRange
dwi_wavelet-LLL_glszm_LargeAreaHighGrayLevelEmphasis,dwi_original_glszm_ZoneVariance,0.9475332567874668,0.04776672797839538,0.007653743124541278,dwi_wavelet-LLL_glszm_LargeAreaHighGrayLevelEmphasis,dwi_original_glszm_ZoneVariance
t2_log-sigma-3-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,t2_log-sigma-1-0-mm-3D_glrlm_ShortRunEmphasis,0.8680023279255522,0.10930943912227593,0.03515486632166865,t2_log-sigma-3-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,t2_log-sigma-1-0-mm-3D_glrlm_ShortRunEmphasis
t2_log-sigma-2-0-mm-3D_glszm_LargeAreaEmphasis,t2_log-sigma-3-0-mm-3D_ngtdm_Busyness,0.8627845832910912,0.12091754891499351,0.09748441721481745,t2_log-sigma-2-0-mm-3D_glszm_LargeAreaEmphasis,t2_log-sigma-3-0-mm-3D_ngtdm_Busyness
dwi_log-sigma-3-0-mm-3D_glrlm_LongRunEmphasis,dwi_log-sigma-2-0-mm-3D_glrlm_RunVariance,0.9075625856263905,0.22311591829056188,0.1517388811240974,dwi_log-sigma-3-0-mm-3D_glrlm_LongRunEmphasis,dwi_log-sigma-2-0-mm-3D_glrlm_RunVariance
ce_log-sigma-2-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis,ce_wavelet-LLH_glszm_LargeAreaEmphasis,0.9479219954673803,0.11324953636242084,0.09202798946786725,ce_log-sigma-2-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis,ce_wavelet-LLH_glszm_LargeAreaEmphasis
t2_log-sigma-2-0-mm-3D_glszm_LargeAreaEmphasis,ce_wavelet-LLH_glszm_ZoneVariance,0.806761758519508,0.12091754891499351,0.09784261940313056,t2_log-sigma-2-0-mm-3D_glszm_LargeAreaEmphasis,ce_wavelet-LLH_glszm_ZoneVariance
ce_wavelet-LLL_glrlm_ShortRunLowGrayLevelEmphasis,ce_wavelet-LLL_glrlm_LowGrayLevelRunEmphasis,0.977095446021653,0.07380128657253571,0.06858417904108624,ce_wavelet-LLL_glrlm_ShortRunLowGrayLevelEmphasis,ce_wavelet-LLL_glrlm_LowGrayLevelRunEmphasis
t2_wavelet-LHH_glrlm_RunPercentage,t2_wavelet-LHH_gldm_LargeDependenceEmphasis,0.9900517181460118,0.04103036864981283,0.028037003671863722,t2_wavelet-LHH_glrlm_RunPercentage,t2_wavelet-LHH_gldm_LargeDependenceEmphasis
ce_wavelet-LLL_glrlm_ShortRunLowGrayLevelEmphasis,ce_wavelet-LLL_gldm_LowGrayLevelEmphasis,0.9801344213225405,0.07380128657253571,0.0695701145173824,ce_wavelet-LLL_glrlm_ShortRunLowGrayLevelEmphasis,ce_wavelet-LLL_gldm_LowGrayLevelEmphasis
ce_wavelet-LHL_glrlm_RunVariance,ce_wavelet-HLL_glrlm_RunVariance,0.9426989670315167,0.11623737788119554,0.12974596121889512,ce_wavelet-HLL_glrlm_RunVariance,ce_wavelet-LHL_glrlm_RunVariance
dwi_wavelet-HHL_firstorder_Energy,dwi_wavelet-LHL_glszm_SizeZoneNonUniformity,0.8527522328569659,0.10486478012827546,0.08384488787963483,dwi_wavelet-HHL_firstorder_Energy,dwi_wavelet-LHL_glszm_SizeZoneNonUniformity
ce_original_glrlm_LongRunEmphasis,ce_log-sigma-3-0-mm-3D_glrlm_RunVariance,0.8135034211785543,0.07490789543770443,0.02840641807438184,ce_original_glrlm_LongRunEmphasis,ce_log-sigma-3-0-mm-3D_glrlm_RunVariance
t2_original_gldm_SmallDependenceEmphasis,t2_original_glszm_ZonePercentage,0.9822498716497514,0.10981759945324437,0.0970945512527504,t2_original_gldm_SmallDependenceEmphasis,t2_original_glszm_ZonePercentage
dwi_original_gldm_LargeDependenceEmphasis,dwi_original_glcm_InverseVariance,0.8985373805736384,0.2362137758047301,0.18941233114583514,dwi_original_gldm_LargeDependenceEmphasis,dwi_original_glcm_InverseVariance
t2_wavelet-HLH_firstorder_MeanAbsoluteDeviation,t2_wavelet-LHH_glrlm_GrayLevelNonUniformityNormalized,0.8316658020876356,0.14668589352379355,0.08639228534828326,t2_wavelet-HLH_firstorder_MeanAbsoluteDeviation,t2_wavelet-LHH_glrlm_GrayLevelNonUniformityNormalized
ce_wavelet-LLH_glszm_HighGrayLevelZoneEmphasis,ce_log-sigma-1-0-mm-3D_glszm_HighGrayLevelZoneEmphasis,0.9560429411929101,0.04052478619646375,0.0022013613666636055,ce_wavelet-LLH_glszm_HighGrayLevelZoneEmphasis,ce_log-sigma-1-0-mm-3D_glszm_HighGrayLevelZoneEmphasis
t2_wavelet-LHH_glrlm_RunPercentage,t2_wavelet-HLH_glrlm_RunLengthNonUniformityNormalized,0.943720167961772,0.04103036864981283,0.017577870448222174,t2_wavelet-LHH_glrlm_RunPercentage,t2_wavelet-HLH_glrlm_RunLengthNonUniformityNormalized
ce_log-sigma-1-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,ce_wavelet-HLL_glcm_SumEntropy,0.8943748929375145,0.046707218504311976,0.014635400397454736,ce_log-sigma-1-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,ce_wavelet-HLL_glcm_SumEntropy
t2_log-sigma-2-0-mm-3D_glszm_LargeAreaEmphasis,t2_log-sigma-2-0-mm-3D_gldm_GrayLevelNonUniformity,0.9109534195563487,0.12091754891499351,0.11044811271081154,t2_log-sigma-2-0-mm-3D_glszm_LargeAreaEmphasis,t2_log-sigma-2-0-mm-3D_gldm_GrayLevelNonUniformity
dwi_wavelet-LHL_glcm_ClusterTendency,dwi_wavelet-LHL_gldm_GrayLevelVariance,0.9884335686382955,0.0671032457562225,0.04129859778568781,dwi_wavelet-LHL_glcm_ClusterTendency,dwi_wavelet-LHL_gldm_GrayLevelVariance
dwi_original_gldm_LargeDependenceHighGrayLevelEmphasis,dwi_original_glrlm_LongRunHighGrayLevelEmphasis,0.857437546064571,0.06622685175804738,0.01556437118409194,dwi_original_gldm_LargeDependenceHighGrayLevelEmphasis,dwi_original_glrlm_LongRunHighGrayLevelEmphasis
dwi_wavelet-HLL_glcm_ClusterShade,dwi_wavelet-HLH_glcm_SumSquares,0.8221968641007941,0.012800356215088333,0.00397315003730173,dwi_wavelet-HLL_glcm_ClusterShade,dwi_wavelet-HLH_glcm_SumSquares
ce_log-sigma-1-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,ce_log-sigma-2-0-mm-3D_firstorder_RobustMeanAbsoluteDeviation,0.8145899898621866,0.046707218504311976,0.0063094823087965456,ce_log-sigma-1-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,ce_log-sigma-2-0-mm-3D_firstorder_RobustMeanAbsoluteDeviation
dwi_original_gldm_LargeDependenceEmphasis,dwi_original_glrlm_ShortRunEmphasis,0.9644446613271477,0.2362137758047301,0.2172120280391558,dwi_original_gldm_LargeDependenceEmphasis,dwi_original_glrlm_ShortRunEmphasis
ce_log-sigma-1-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,ce_original_glcm_DifferenceAverage,0.8571930629626289,0.046707218504311976,0.033448118842967924,ce_log-sigma-1-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,ce_original_glcm_DifferenceAverage
t2_log-sigma-2-0-mm-3D_glszm_LargeAreaEmphasis,t2_log-sigma-3-0-mm-3D_gldm_GrayLevelNonUniformity,0.9263381608088915,0.12091754891499351,0.11088061545336172,t2_log-sigma-2-0-mm-3D_glszm_LargeAreaEmphasis,t2_log-sigma-3-0-mm-3D_gldm_GrayLevelNonUniformity
t2_wavelet-LHL_glszm_ZonePercentage,t2_wavelet-LHL_firstorder_InterquartileRange,0.9317639627360383,0.007342750676744447,0.01646034745383235,t2_wavelet-LHL_firstorder_InterquartileRange,t2_wavelet-LHL_glszm_ZonePercentage
t2_wavelet-HLL_glcm_JointEnergy,t2_wavelet-LHL_glcm_Id,0.8262133349450549,0.09131887978911882,0.06863501412949714,t2_wavelet-HLL_glcm_JointEnergy,t2_wavelet-LHL_glcm_Id
ce_log-sigma-1-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,ce_log-sigma-1-0-mm-3D_glcm_JointEnergy,0.8103953707676042,0.046707218504311976,0.04083943411551258,ce_log-sigma-1-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,ce_log-sigma-1-0-mm-3D_glcm_JointEnergy
dwi_wavelet-HLL_gldm_LowGrayLevelEmphasis,dwi_wavelet-HLL_glrlm_LowGrayLevelRunEmphasis,0.9949799103763822,0.01983606404953235,0.03324903856878149,dwi_wavelet-HLL_glrlm_LowGrayLevelRunEmphasis,dwi_wavelet-HLL_gldm_LowGrayLevelEmphasis
dwi_log-sigma-3-0-mm-3D_glcm_Idn,dwi_log-sigma-3-0-mm-3D_ngtdm_Contrast,0.8889325074688678,0.1536924662022463,0.12375717134890733,dwi_log-sigma-3-0-mm-3D_glcm_Idn,dwi_log-sigma-3-0-mm-3D_ngtdm_Contrast
t2_wavelet-HLL_gldm_DependenceNonUniformityNormalized,t2_wavelet-HLL_glszm_ZonePercentage,0.8056528240302974,0.053233656034578726,0.009782190702913685,t2_wavelet-HLL_gldm_DependenceNonUniformityNormalized,t2_wavelet-HLL_glszm_ZonePercentage
